Year,State,District,Total_Male,Male_Below_5_years,Male_5_years_&_Above_Below_14_years,Male_14_years_&_Above_Below_18_years,Male_18_years_&_Above_Below_30_years,Male_30_years_&_Above_Below_45_years,Male_45_years_&_Above_Below_60_years,Male_60_years_&_Above,Total_Female,Female_Below_5_years,Female_5_years_&_Above_Below_14_years,Female_14_years_&_Above_Below_18_years,Female_18_years_&_Above_Below_30_years,Female_30_years_&_Above_Below_45_years,Female_45_years_&_Above_Below_60_years,Female_60_years_&_Above,Total_Transgender,Transgender_Below_5_years,Transgender_5_years_&_Above_Below_14_years,Transgender_14_years_&_Above_Below_18_years,Transgender_18_years_&_Above_Below_30_years,Transgender_30_years_&_Above_Below_45_years,Transgender_45_years_&_Above_Below_60_years,Transgender_60_years_&_Above,Grand_Total,Total_Below_5_years,Total_5_years_&_Above_Below_14_years,Total_14_years_&_Above_Below_18_years,Total_18_years_&_Above_Below_30_years,Total_30_years_&_Above_Below_45_years,Total_45_years_&_Above_Below_60_years,Total_60_years_&_Above
2018-19,Karnataka,Gadag,38,0,0,0,18,13,4,3,84,0,0,0,73,10,0,1,0,0,0,0,0,0,0,0,122,0,0,0,91,23,4,4
2018-19,Karnataka,Kalaburgi,46,0,1,1,25,11,4,4,119,0,0,4,90,22,0,3,0,0,0,0,0,0,0,0,165,0,1,5,115,33,4,7
2018-19,Karnataka,Hassan,166,9,6,1,21,54,53,22,344,12,7,3,216,82,15,9,0,0,0,0,0,0,0,0,510,21,13,4,237,136,68,31
2018-19,Karnataka,Haveri,65,0,6,0,20,30,9,0,163,0,11,0,92,20,30,10,0,0,0,0,0,0,0,0,228,0,17,0,112,50,39,10
2018-19,Karnataka,Hubballi Dharwad City,88,2,2,0,30,32,15,7,116,8,7,1,79,14,5,2,0,0,0,0,0,0,0,0,204,10,9,1,109,46,20,9
2018-19,Karnataka,K.G.F.,39,5,4,0,8,15,4,3,97,3,4,0,67,21,0,2,0,0,0,0,0,0,0,0,136,8,8,0,75,36,4,5
2018-19,Karnataka,Kodagu,51,0,0,0,11,18,19,3,103,0,0,0,63,21,14,5,0,0,0,0,0,0,0,0,154,0,0,0,74,39,33,8
2018-19,Karnataka,Kolar,67,0,0,0,24,28,8,7,163,0,0,0,127,29,3,4,0,0,0,0,0,0,0,0,230,0,0,0,151,57,11,11
2018-19,Karnataka,Koppal,48,0,1,0,18,21,6,2,110,0,4,8,86,9,2,1,0,0,0,0,0,0,0,0,158,0,5,8,104,30,8,3
2018-19,Karnataka,Mandya,215,0,0,0,26,129,38,22,455,0,0,0,42,311,92,10,0,0,0,0,0,0,0,0,670,0,0,0,68,440,130,32
2018-19,Karnataka,Mangaluru City,131,3,1,1,39,52,24,11,107,1,2,0,85,15,1,3,0,0,0,0,0,0,0,0,238,4,3,1,124,67,25,14
2018-19,Karnataka,Mysuru City,182,7,6,1,55,55,36,22,264,11,11,2,179,33,15,13,0,0,0,0,0,0,0,0,446,18,17,3,234,88,51,35
2018-19,Karnataka,Mysuru District,187,11,6,0,50,52,44,24,396,15,17,2,262,71,18,11,0,0,0,0,0,0,0,0,583,26,23,2,312,123,62,35
2018-19,Karnataka,Raichur,62,6,2,3,18,22,5,6,140,4,4,1,112,13,3,3,0,0,0,0,0,0,0,0,202,10,6,4,130,35,8,9
2018-19,Karnataka,K.Railways,16,0,0,0,5,5,2,4,16,0,0,1,8,0,2,5,5,1,4,0,0,0,0,0,37,1,4,1,13,5,4,9
2018-19,Karnataka,Ramanagara,194,19,4,1,30,66,51,23,350,13,14,2,244,50,13,14,0,0,0,0,0,0,0,0,544,32,18,3,274,116,64,37
2018-19,Karnataka,Shimoga,212,0,0,0,71,76,46,19,425,0,0,0,372,35,8,10,0,0,0,0,0,0,0,0,637,0,0,0,443,111,54,29
2018-19,Karnataka,Tumakuru,158,7,9,23,48,35,23,13,454,10,8,67,312,46,2,9,0,0,0,0,0,0,0,0,612,17,17,90,360,81,25,22
2018-19,Karnataka,Udupi,83,0,3,6,14,29,21,10,65,1,1,4,46,8,3,2,0,0,0,0,0,0,0,0,148,1,4,10,60,37,24,12
2018-19,Karnataka,Uttara Kannada,106,8,3,0,34,37,17,7,176,9,1,2,135,21,2,6,0,0,0,0,0,0,0,0,282,17,4,2,169,58,19,13
2018-19,Karnataka,Yadgiri,34,1,4,2,11,11,3,2,32,1,0,0,29,0,2,0,0,0,0,0,0,0,0,0,66,2,4,2,40,11,5,2
2018-19,Karnataka,Belagavi City,91,0,1,1,26,31,16,16,62,0,0,2,47,10,1,2,0,0,0,0,0,0,0,0,153,0,1,3,73,41,17,18
2018-19,Karnataka,Kalaburgi City,28,0,0,4,12,7,3,2,24,2,1,0,16,4,1,0,0,0,0,0,0,0,0,0,52,2,1,4,28,11,4,2
2018-19,Karnataka,Total,5725,137,127,72,1805,1939,1050,595,10115,158,151,185,7188,1715,427,291,5,1,4,0,0,0,0,0,15845,296,282,257,8993,3654,1477,886
2018-19,Kerala,Alapuzha,280,4,4,41,90,61,51,29,707,5,6,46,493,121,25,11,0,0,0,0,0,0,0,0,987,9,10,87,583,182,76,40
2018-19,Kerala,Ernakulam Commr.,204,2,12,15,52,47,39,37,364,4,2,27,269,46,8,8,0,0,0,0,0,0,0,0,568,6,14,42,321,93,47,45
2018-19,Kerala,Ernakulam Rural,259,5,13,33,63,58,48,39,570,11,8,65,382,73,16,15,0,0,0,0,0,0,0,0,829,16,21,98,445,131,64,54
2018-19,Kerala,Idukki,164,5,9,27,56,37,19,11,302,6,8,42,186,44,9,7,0,0,0,0,0,0,0,0,466,11,17,69,242,81,28,18
2018-19,Kerala,Kannur,240,7,19,27,61,68,39,19,345,3,4,18,255,53,9,3,0,0,0,0,0,0,0,0,585,10,23,45,316,121,48,22
2018-19,Kerala,Kasargod,136,7,18,22,32,31,15,11,194,8,7,9,137,27,3,3,0,0,0,0,0,0,0,0,330,15,25,31,169,58,18,14
2018-19,Kerala,Kollam Commr.,250,14,14,50,36,49,60,27,633,6,18,42,427,101,28,11,0,0,0,0,0,0,0,0,883,20,32,92,463,150,88,38
2018-19,Kerala,Kollam Rural,232,11,19,28,43,35,61,35,654,21,11,26,468,112,8,8,0,0,0,0,0,0,0,0,886,32,30,54,511,147,69,43
2018-19,Kerala,Kottayam,224,7,9,13,45,53,73,24,547,3,10,43,378,83,23,7,0,0,0,0,0,0,0,0,771,10,19,56,423,136,96,31
2018-19,Kerala,Kozhikode Commr.,174,2,8,40,40,33,36,15,215,2,3,28,145,30,3,4,0,0,0,0,0,0,0,0,389,4,11,68,185,63,39,19
2018-19,Kerala,Kozhikode Rural,216,1,16,24,59,82,21,13,406,5,5,32,289,60,13,2,0,0,0,0,0,0,0,0,622,6,21,56,348,142,34,15
2018-19,Kerala,Malappuram,312,12,23,87,82,57,38,13,423,3,9,55,303,40,8,5,0,0,0,0,0,0,0,0,735,15,32,142,385,97,46,18
2018-19,Kerala,Palakkad,291,17,23,46,55,75,47,28,615,15,20,43,395,110,23,9,0,0,0,0,0,0,0,0,906,32,43,89,450,185,70,37
2018-19,Kerala,Pathanamthitta,159,7,7,33,30,35,33,14,346,12,15,21,227,52,7,12,0,0,0,0,0,0,0,0,505,19,22,54,257,87,40,26
2018-19,Kerala,Railways,18,0,0,1,9,3,3,2,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,22,0,0,1,12,4,3,2
2018-19,Kerala,Thrissur Commr.,292,9,17,43,51,70,63,39,474,13,15,36,313,71,12,14,0,0,0,0,0,0,0,0,766,22,32,79,364,141,75,53
2018-19,Kerala,Thrissur Rural,223,6,11,39,45,47,39,36,404,5,7,27,277,64,17,7,0,0,0,0,0,0,0,0,627,11,18,66,322,111,56,43
2018-19,Kerala,Trivandrum Commr.,265,7,13,55,59,51,41,39,499,7,10,43,356,51,20,12,0,0,0,0,0,0,0,0,764,14,23,98,415,102,61,51
2018-19,Kerala,Trivandrum Rural,367,22,33,61,46,72,84,49,959,20,38,70,575,190,40,26,0,0,0,0,0,0,0,0,1326,42,71,131,621,262,124,75
2018-19,Kerala,Wayanadu,81,4,6,21,10,13,14,13,181,5,2,28,119,23,2,2,3,0,1,0,1,1,0,0,265,9,9,49,130,37,16,15
2018-19,Kerala,Crime Branch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018-19,Kerala,Total,4387,149,274,706,964,977,824,493,8843,154,198,701,5997,1352,274,167,3,0,1,0,1,1,0,0,13233,303,473,1407,6962,2330,1098,660
2018-19,Madhya Pradesh,Agar,48,1,3,3,14,14,5,8,224,0,2,17,174,25,6,0,0,0,0,0,0,0,0,0,272,1,5,20,188,39,11,8
2018-19,Madhya Pradesh,Alirajpur,47,1,1,0,12,17,15,1,426,0,12,88,246,69,10,1,0,0,0,0,0,0,0,0,473,1,13,88,258,86,25,2
2018-19,Madhya Pradesh,Anuppur,132,2,9,19,52,26,16,8,409,1,10,106,212,64,10,6,0,0,0,0,0,0,0,0,541,3,19,125,264,90,26,14
2018-19,Madhya Pradesh,Ashok Nagar,123,0,8,21,34,48,6,6,297,0,7,77,156,47,10,0,0,0,0,0,0,0,0,0,420,0,15,98,190,95,16,6
2018-19,Madhya Pradesh,Balaghat,303,0,7,21,128,79,50,18,924,0,12,184,603,93,21,11,0,0,0,0,0,0,0,0,1227,0,19,205,731,172,71,29
2018-19,Madhya Pradesh,Barwani,121,6,8,9,58,25,7,8,408,3,9,74,252,55,10,5,0,0,0,0,0,0,0,0,529,9,17,83,310,80,17,13
2018-19,Madhya Pradesh,Betul,278,5,7,25,105,66,41,29,910,10,21,203,586,73,14,3,0,0,0,0,0,0,0,0,1188,15,28,228,691,139,55,32
2018-19,Madhya Pradesh,Bhind,144,0,19,23,72,22,8,0,246,0,18,74,132,18,2,2,0,0,0,0,0,0,0,0,390,0,37,97,204,40,10,2
2018-19,Madhya Pradesh,Bhopal,517,1,63,71,134,149,69,30,928,2,45,230,387,185,58,21,0,0,0,0,0,0,0,0,1445,3,108,301,521,334,127,51
2018-19,Madhya Pradesh,Bhopal Railway,57,5,0,2,18,15,8,9,71,6,4,6,42,9,4,0,0,0,0,0,0,0,0,0,128,11,4,8,60,24,12,9
2018-19,Madhya Pradesh,Burhanpur,102,0,6,7,47,21,18,3,241,1,5,50,147,23,13,2,0,0,0,0,0,0,0,0,343,1,11,57,194,44,31,5
2018-19,Madhya Pradesh,Chhatarpur,229,1,15,38,103,40,21,11,647,2,25,170,382,58,6,4,0,0,0,0,0,0,0,0,876,3,40,208,485,98,27,15
2018-19,Madhya Pradesh,Chhindwara,423,0,10,20,143,144,76,30,1195,1,14,234,673,215,45,13,0,0,0,0,0,0,0,0,1618,1,24,254,816,359,121,43
2018-19,Madhya Pradesh,Damoh,293,0,15,16,80,129,34,19,930,0,44,162,408,267,31,18,0,0,0,0,0,0,0,0,1223,0,59,178,488,396,65,37
2018-19,Madhya Pradesh,Datia,125,0,5,18,60,25,12,5,221,0,2,39,140,35,3,2,0,0,0,0,0,0,0,0,346,0,7,57,200,60,15,7
2018-19,Madhya Pradesh,Dewas,273,3,15,27,95,85,40,8,778,2,11,171,370,178,35,11,0,0,0,0,0,0,0,0,1051,5,26,198,465,263,75,19
2018-19,Madhya Pradesh,Dhar,316,1,12,25,165,62,35,16,1364,0,29,325,821,160,22,7,0,0,0,0,0,0,0,0,1680,1,41,350,986,222,57,23
2018-19,Madhya Pradesh,Dindori,53,0,2,15,16,12,7,1,291,1,5,92,148,38,7,0,0,0,0,0,0,0,0,0,344,1,7,107,164,50,14,1
2018-19,Madhya Pradesh,Guna,210,0,15,24,97,41,31,2,511,1,7,124,312,54,9,4,0,0,0,0,0,0,0,0,721,1,22,148,409,95,40,6
2018-19,Madhya Pradesh,Gwalior,738,4,64,81,282,174,87,46,1092,1,45,210,607,173,35,21,0,0,0,0,0,0,0,0,1830,5,109,291,889,347,122,67
2018-19,Madhya Pradesh,Harda,92,1,7,14,31,21,11,7,379,0,7,71,255,40,5,1,0,0,0,0,0,0,0,0,471,1,14,85,286,61,16,8
2018-19,Madhya Pradesh,Hoshangabad,453,0,13,32,255,33,94,26,752,0,11,158,508,56,14,5,0,0,0,0,0,0,0,0,1205,0,24,190,763,89,108,31
2018-19,Madhya Pradesh,Indore,1608,5,99,122,693,441,153,95,2697,3,141,486,1402,540,82,43,0,0,0,0,0,0,0,0,4305,8,240,608,2095,981,235,138
2018-19,Madhya Pradesh,Indore Railway,18,0,0,1,4,8,3,2,31,1,1,0,22,4,2,1,0,0,0,0,0,0,0,0,49,1,1,1,26,12,5,3
2018-19,Madhya Pradesh,Jabalpur,989,2,81,74,388,257,135,52,1824,2,75,356,1052,238,67,34,0,0,0,0,0,0,0,0,2813,4,156,430,1440,495,202,86
2018-19,Madhya Pradesh,Jabalpur Railway,29,0,1,1,9,8,3,7,30,0,0,9,12,4,2,3,0,0,0,0,0,0,0,0,59,0,1,10,21,12,5,10
2018-19,Madhya Pradesh,Jhabua,86,1,4,5,46,26,3,1,446,0,17,56,326,42,5,0,0,0,0,0,0,0,0,0,532,1,21,61,372,68,8,1
2018-19,Madhya Pradesh,Katni,200,0,13,13,81,56,26,11,579,0,5,82,321,137,29,5,0,0,0,0,0,0,0,0,779,0,18,95,402,193,55,16
2018-19,Madhya Pradesh,Khandwa,158,0,4,12,68,34,24,16,556,1,12,128,325,78,,1,0,0,0,0,0,0,0,0,714,1,16,140,393,112,35,17
2018-19,Madhya Pradesh,Khargone,220,11,16,12,80,76,25,0,993,1,10,54,214,575,119,20,0,0,0,0,0,0,0,0,1213,12,26,66,294,651,144,20
2018-19,Madhya Pradesh,Mandla,144,0,6,12,57,38,20,11,453,0,5,77,305,48,14,4,0,0,0,0,0,0,0,0,597,0,11,89,362,86,34,15
2018-19,Madhya Pradesh,Mandsaur,208,1,5,18,112,52,19,1,640,0,11,90,389,135,15,0,0,0,0,0,0,0,0,0,848,1,16,108,501,187,34,1
2018-19,Madhya Pradesh,Morena,256,0,31,50,99,51,15,10,397,1,21,52,241,71,6,5,0,0,0,0,0,0,0,0,653,1,52,102,340,122,21,15
2018-19,Madhya Pradesh,Narsinghpur,260,0,5,20,60,90,70,15,584,0,45,80,206,135,95,23,0,0,0,0,0,0,0,0,844,0,50,100,266,225,165,38
2018-19,Madhya Pradesh,Neemuch,124,0,1,11,72,35,4,1,401,0,2,28,319,46,5,1,0,0,0,0,0,0,0,0,525,0,3,39,391,81,9,2
2018-19,Madhya Pradesh,Panna,122,2,8,12,49,28,15,8,397,1,14,118,196,54,9,5,0,0,0,0,0,0,0,0,519,3,22,130,245,82,24,13
2018-19,Madhya Pradesh,Raisen,253,0,11,23,120,63,21,15,742,0,10,160,450,98,15,9,0,0,0,0,0,0,0,0,995,0,21,183,570,161,36,24
2018-19,Madhya Pradesh,Rajgarh,162,0,8,16,46,53,33,6,575,0,15,123,300,111,22,4,0,0,0,0,0,0,0,0,737,0,23,139,346,164,55,10
2018-19,Madhya Pradesh,Ratlam,295,2,12,24,180,35,42,0,1032,16,208,397,298,112,1,0,0,0,0,0,0,0,0,0,1327,18,220,421,478,147,43,0
2018-19,Madhya Pradesh,Rewa,146,0,98,44,2,2,0,0,267,0,122,144,1,0,0,0,0,0,0,0,0,0,0,0,413,0,220,188,3,2,0,0
2018-19,Madhya Pradesh,Sagar,539,1,40,73,244,103,59,19,1235,0,27,318,731,133,15,11,0,0,0,0,0,0,0,0,1774,1,67,391,975,236,74,30
2018-19,Madhya Pradesh,Satna,431,1,51,68,125,108,42,36,1041,1,59,234,487,210,33,17,0,0,0,0,0,0,0,0,1472,2,110,302,612,318,75,53
2018-19,Madhya Pradesh,Seoni,188,3,7,13,76,56,23,10,603,3,9,153,387,43,4,4,0,0,0,0,0,0,0,0,791,6,16,166,463,99,27,14
2018-19,Madhya Pradesh,Shahdol,222,0,14,37,99,47,19,6,597,0,21,118,349,95,12,2,0,0,0,0,0,0,0,0,819,0,35,155,448,142,31,8
2018-19,Madhya Pradesh,Shajapur,105,0,4,15,45,19,14,8,296,0,3,60,177,48,5,3,0,0,0,0,0,0,0,0,401,0,7,75,222,67,19,11
2018-19,Madhya Pradesh,Sheopur,42,0,7,4,18,7,4,2,124,0,2,18,89,12,3,0,0,0,0,0,0,0,0,0,166,0,9,22,107,19,7,2
2018-19,Madhya Pradesh,Shivpuri,184,0,15,27,47,55,29,11,503,0,15,125,211,124,23,5,0,0,0,0,0,0,0,0,687,0,30,152,258,179,52,16
2018-19,Madhya Pradesh,Sidhi,135,0,28,24,44,25,7,7,419,2,27,119,216,47,5,3,0,0,0,0,0,0,0,0,554,2,55,143,260,72,12,10
2018-19,Madhya Pradesh,Sehore,235,0,25,22,55,81,35,17,690,0,54,136,322,159,19,0,0,0,0,0,0,0,0,0,925,0,79,158,377,240,54,17
2018-19,Madhya Pradesh,Singrauli,109,1,17,15,37,26,9,4,313,1,11,95,169,31,4,2,0,0,0,0,0,0,0,0,422,2,28,110,206,57,13,6
2018-19,Madhya Pradesh,Tikamgarh,100,1,10,22,46,12,6,3,346,0,8,105,182,38,8,5,0,0,0,0,0,0,0,0,446,1,18,127,228,50,14,8
2018-19,Madhya Pradesh,Ujjain,477,2,19,49,204,124,54,25,935,6,12,172,618,95,20,12,0,0,0,0,0,0,0,0,1412,8,31,221,822,219,74,37
2018-19,Madhya Pradesh,Umaria,82,0,10,13,37,14,5,3,222,0,12,57,125,16,9,3,0,0,0,0,0,0,0,0,304,0,22,70,162,30,14,6
2018-19,Madhya Pradesh,Vidisha,303,6,18,35,113,82,31,18,573,1,23,129,336,64,16,4,0,0,0,0,0,0,0,0,876,7,41,164,449,146,47,22
2018-19,Madhya Pradesh,Cyber Crime Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Madhya Pradesh,Niwari,52,0,3,7,26,7,3,6,108,0,2,13,70,21,2,0,0,0,0,0,0,0,0,0,160,0,5,20,96,28,5,6
2018-19,Madhya Pradesh,Total,13559,70,975,1405,5383,3367,1642,717,33893,71,1344,7157,18409,5499,1047,366,0,0,0,0,0,0,0,0,47452,141,2319,8562,23792,8866,2689,1083
2018-19,Maharashtra,Ahmednagar,1003,57,20,25,568,194,104,35,1427,51,10,16,934,278,125,13,0,0,0,0,0,0,0,0,2430,108,30,41,1502,472,229,48
2018-19,Maharashtra,Akola,334,0,0,1,80,129,93,31,425,0,0,2,280,107,27,9,0,0,0,0,0,0,0,0,759,0,0,3,360,236,120,40
2018-19,Maharashtra,Amravati Commr.,343,0,0,1,77,152,83,30,399,0,0,0,224,128,30,17,0,0,0,0,0,0,0,0,742,0,0,1,301,280,113,47
2018-19,Maharashtra,Amravati Rural,291,0,0,0,98,108,53,32,652,0,0,0,497,119,21,15,0,0,0,0,0,0,0,0,943,0,0,0,595,227,74,47
2018-19,Maharashtra,Aurangabad Commr.,624,14,8,11,214,255,97,25,733,13,8,9,422,212,52,17,0,0,0,0,0,0,0,0,1357,27,16,20,636,467,149,42
2018-19,Maharashtra,Aurangabad Rural,161,0,0,0,63,53,35,10,213,0,0,0,140,51,19,3,0,0,0,0,0,0,0,0,374,0,0,0,203,104,54,13
2018-19,Maharashtra,Beed,224,12,9,0,56,83,43,21,312,12,7,1,163,106,19,4,0,0,0,0,0,0,0,0,536,24,16,1,219,189,62,25
2018-19,Maharashtra,Bhandara,295,0,11,21,110,81,48,24,648,0,11,71,481,48,27,10,0,0,0,0,0,0,0,0,943,0,22,92,591,129,75,34
2018-19,Maharashtra,Buldhana,341,18,13,0,137,89,53,31,505,19,11,2,364,74,16,19,0,0,0,0,0,0,0,0,846,37,24,2,501,163,69,50
2018-19,Maharashtra,Chandrapur,597,0,0,0,295,183,99,20,919,0,0,0,493,342,58,26,0,0,0,0,0,0,0,0,1516,0,0,0,788,525,157,46
2018-19,Maharashtra,Dhule,306,4,2,1,198,59,37,5,465,13,9,1,319,71,43,9,0,0,0,0,0,0,0,0,771,17,11,2,517,130,80,14
2018-19,Maharashtra,Gadchiroli,106,0,1,0,43,31,21,10,245,1,1,0,200,32,6,5,0,0,0,0,0,0,0,0,351,1,2,0,243,63,27,15
2018-19,Maharashtra,Gondia,168,0,0,0,25,71,68,4,420,0,0,0,295,107,15,3,0,0,0,0,0,0,0,0,588,0,0,0,320,178,83,7
2018-19,Maharashtra,Hingoli,131,0,0,5,59,44,17,6,152,0,0,13,98,33,6,2,0,0,0,0,0,0,0,0,283,0,0,18,157,77,23,8
2018-19,Maharashtra,Jalgaon,667,52,23,4,179,230,128,51,991,34,29,2,618,253,40,15,0,0,0,0,0,0,0,0,1658,86,52,6,797,483,168,66
2018-19,Maharashtra,Jalna,18,0,0,0,9,7,2,0,48,0,0,0,30,11,5,2,0,0,0,0,0,0,0,0,66,0,0,0,39,18,7,2
2018-19,Maharashtra,Kolhapur,713,41,35,1,280,204,84,68,1278,44,36,2,997,141,24,34,0,0,0,0,0,0,0,0,1991,85,71,3,1277,345,108,102
2018-19,Maharashtra,Latur,239,0,0,0,110,70,43,16,437,0,0,0,359,57,15,6,0,0,0,0,0,0,0,0,676,0,0,0,469,127,58,22
2018-19,Maharashtra,Mumbai Commr.,5167,25,258,383,1257,1715,1022,507,6295,19,237,1120,2671,1573,420,255,0,0,0,0,0,0,0,0,11462,44,495,1503,3928,3288,1442,762
2018-19,Maharashtra,Mumbai Railway,96,0,2,1,36,26,18,13,90,3,2,1,52,19,8,5,0,0,0,0,0,0,0,0,186,3,4,2,88,45,26,18
2018-19,Maharashtra,Nagpur Commr.,1616,5,7,17,534,544,331,178,1994,12,28,81,1142,495,140,96,0,0,0,0,0,0,0,0,3610,17,35,98,1676,1039,471,274
2018-19,Maharashtra,Nagpur Railway,22,0,0,0,6,8,4,4,21,0,0,0,15,2,2,2,0,0,0,0,0,0,0,0,43,0,0,0,21,10,6,6
2018-19,Maharashtra,Nagpur Rural,454,0,0,0,227,161,45,21,669,0,0,0,323,210,79,57,0,0,0,0,0,0,0,0,1123,0,0,0,550,371,124,78
2018-19,Maharashtra,Nanded,363,5,0,4,105,152,75,22,454,4,2,4,283,127,26,8,0,0,0,0,0,0,0,0,817,9,2,8,388,279,101,30
2018-19,Maharashtra,Nandurbar,164,3,7,0,79,38,18,19,272,11,9,1,208,35,6,2,0,0,0,0,0,0,0,0,436,14,16,1,287,73,24,21
2018-19,Maharashtra,Nasik Commr.,773,26,232,301,152,62,0,0,1002,17,21,9,602,270,64,19,0,0,0,0,0,0,0,0,1775,43,253,310,754,332,64,19
2018-19,Maharashtra,Nasik Rural,653,6,1,15,333,189,68,41,1072,7,8,19,800,183,41,14,0,0,0,0,0,0,0,0,1725,13,9,34,1133,372,109,55
2018-19,Maharashtra,Navi Mumbai,865,26,14,1,231,342,186,65,1033,23,11,4,576,328,73,18,0,0,0,0,0,0,0,0,1898,49,25,5,807,670,259,83
2018-19,Maharashtra,Osmanabad,184,10,3,0,71,47,32,21,311,5,8,1,204,70,17,6,0,0,0,0,0,0,0,0,495,15,11,1,275,117,49,27
2018-19,Maharashtra,Palghar,895,50,31,1,244,328,177,64,1232,45,33,5,705,340,76,28,0,0,0,0,0,0,0,0,2127,95,64,6,949,668,253,92
2018-19,Maharashtra,Parbhani,205,0,0,0,103,66,20,16,232,0,0,0,172,38,11,11,0,0,0,0,0,0,0,0,437,0,0,0,275,104,31,27
2018-19,Maharashtra,Pune Commr.,1731,6,7,3,629,591,322,173,1831,11,16,8,1242,390,86,78,0,0,0,0,0,0,0,0,3562,17,23,11,1871,981,408,251
2018-19,Maharashtra,Pune Railway,42,1,1,0,14,19,4,3,30,1,1,0,18,3,6,1,0,0,0,0,0,0,0,0,72,2,2,0,32,22,10,4
2018-19,Maharashtra,Pune Rural,1028,29,31,1,254,408,229,76,1677,32,27,4,979,497,103,35,0,0,0,0,0,0,0,0,2705,61,58,5,1233,905,332,111
2018-19,Maharashtra,Raigad,322,4,12,22,59,109,81,35,368,6,8,60,174,92,19,9,0,0,0,0,0,0,0,0,690,10,20,82,233,201,100,44
2018-19,Maharashtra,Ratnagiri,234,7,10,1,67,65,50,34,324,2,11,9,200,71,7,24,0,0,0,0,0,0,0,0,558,9,21,10,267,136,57,58
2018-19,Maharashtra,Sangli,514,8,4,1,161,172,116,52,868,10,1,3,585,192,50,27,0,0,0,0,0,0,0,0,1382,18,5,4,746,364,166,79
2018-19,Maharashtra,Satara,547,16,10,0,186,176,63,96,1129,14,21,0,889,141,32,32,0,0,0,0,0,0,0,0,1676,30,31,0,1075,317,95,128
2018-19,Maharashtra,Sindhudurg,99,3,2,0,27,33,19,15,114,4,1,0,70,21,11,7,0,0,0,0,0,0,0,0,213,7,3,0,97,54,30,22
2018-19,Maharashtra,Solapur Commr.,308,13,5,2,78,114,71,25,445,6,13,29,256,105,23,13,0,0,0,0,0,0,0,0,753,19,18,31,334,219,94,38
2018-19,Maharashtra,Solapur Rural,473,0,0,0,150,175,107,41,742,0,0,0,418,246,52,26,0,0,0,0,0,0,0,0,1215,0,0,0,568,421,159,67
2018-19,Maharashtra,Thane Commr.,1995,0,0,7,857,804,200,127,2389,0,0,3,1769,485,96,36,0,0,0,0,0,0,0,0,4384,0,0,10,2626,1289,296,163
2018-19,Maharashtra,Thane Rural,573,0,0,0,260,184,81,48,697,0,0,0,529,116,25,27,0,0,0,0,0,0,0,0,1270,0,0,0,789,300,106,75
2018-19,Maharashtra,Wardha,376,0,0,2,112,132,74,56,601,0,0,1,338,181,59,22,0,0,0,0,0,0,0,0,977,0,0,3,450,313,133,78
2018-19,Maharashtra,Washim,173,0,0,11,51,69,33,9,251,0,0,22,152,65,10,2,0,0,0,0,0,0,0,0,424,0,0,33,203,134,43,11
2018-19,Maharashtra,Yavatmal,412,0,0,0,195,141,57,19,758,0,0,1,621,118,10,8,0,0,0,0,0,0,0,0,1170,0,0,1,816,259,67,27
2018-19,Maharashtra,Pimpri Chinchwad City,1095,0,2,1,336,459,203,94,1315,0,1,12,773,411,83,35,0,0,0,0,0,0,0,0,2410,0,3,13,1109,870,286,129
2018-19,Maharashtra,Aurangabad Railway,32,0,0,0,15,10,3,4,21,0,0,0,14,5,2,0,0,0,0,0,0,0,0,0,53,0,0,0,29,15,5,4
2018-19,Maharashtra,Total,27972,441,761,844,9430,9382,4817,2297,38506,419,581,1516,23694,8999,2185,1112,0,0,0,0,0,0,0,0,66478,860,1342,2360,33124,18381,7002,3409
2018-19,Manipur,Bishnupur,40,0,4,5,15,5,10,1,38,2,2,3,12,15,4,0,0,0,0,0,0,0,0,0,78,2,6,8,27,20,14,1
2018-19,Manipur,Chandel,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
2018-19,Manipur,Churachandpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Manipur,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Manipur,Imphal East,58,2,5,8,12,19,8,4,84,0,7,10,28,31,6,2,0,0,0,0,0,0,0,0,142,2,12,18,40,50,14,6
2018-19,Manipur,Imphal West,24,0,2,3,12,4,2,1,35,1,4,5,16,6,2,1,0,0,0,0,0,0,0,0,59,1,6,8,28,10,4,2
2018-19,Manipur,Senapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Manipur,Tamenglong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
